Country,electricity final consumption by sector,Value,Year,Units
Thailand,Agriculture and forestry,1015,2008, TJ
Thailand,Agriculture and forestry,1144,2009, TJ
Thailand,Agriculture and forestry,1209,2010, TJ
Thailand,Agriculture and forestry,1094,2011, TJ
Thailand,Agriculture and forestry,1371,2012, TJ
Thailand,Agriculture and forestry,1267,2013, TJ
Thailand,Agriculture and forestry,1490,2014, TJ
Thailand,Agriculture and forestry,1393,2015, TJ
Thailand,Agriculture and forestry,961,2016, TJ
Thailand,Agriculture and forestry,1072,2017, TJ
Thailand,Agriculture and forestry,1314,2018, TJ
Thailand,Agriculture and forestry,1684,2019, TJ
Thailand,Agriculture and forestry,1500,2020, TJ
Thailand,Agriculture and forestry,1432,2021, TJ
Thailand,Agriculture and forestry,1205,2022, TJ
Thailand,Agriculture and forestry,1743,2023, TJ
Thailand,Other non-specified,1742,2000, TJ
Thailand,Other non-specified,1476,2001, TJ
Thailand,Other non-specified,1486,2002, TJ
Thailand,Other non-specified,1591,2003, TJ
Thailand,Other non-specified,1818,2004, TJ
Thailand,Other non-specified,2041,2005, TJ
Thailand,Other non-specified,2368,2006, TJ
Thailand,Other non-specified,2491,2007, TJ
Thailand,Other non-specified,2631,2008, TJ
Thailand,Other non-specified,2505,2009, TJ
Thailand,Other non-specified,2836,2010, TJ
Thailand,Other non-specified,3358,2011, TJ
Thailand,Other non-specified,4417,2012, TJ
Thailand,Other non-specified,3538,2013, TJ
Thailand,Other non-specified,23310,2014, TJ
Thailand,Other non-specified,23515,2015, TJ
Thailand,Other non-specified,24947,2016, TJ
Thailand,Other non-specified,26575,2017, TJ
Thailand,Other non-specified,26874,2018, TJ
Thailand,Other non-specified,28252,2019, TJ
Thailand,Other non-specified,26847,2020, TJ
Thailand,Other non-specified,27443,2021, TJ
Thailand,Other non-specified,29833,2022, TJ
Thailand,Other non-specified,33313,2023, TJ
Ukraine,Industry,202338,2001, TJ
Ukraine,Industry,204285,2002, TJ
Ukraine,Industry,220251,2003, TJ
Ukraine,Industry,235278,2004, TJ
Ukraine,Industry,236552,2005, TJ
Ukraine,Industry,247219,2006, TJ
Ukraine,Industry,249008,2007, TJ
Ukraine,Industry,241718,2008, TJ
Ukraine,Industry,201095,2009, TJ
Ukraine,Industry,237279,2010, TJ
Ukraine,Industry,226403,2011, TJ
Ukraine,Industry,227163,2012, TJ
Ukraine,Industry,210902,2013, TJ
Ukraine,Industry,195843,2014, TJ
Ukraine,Industry,179866,2015, TJ
Ukraine,Industry,179787,2016, TJ
Ukraine,Industry,180846,2017, TJ
Ukraine,Industry,186217,2018, TJ
Ukraine,Industry,174929,2019, TJ
Ukraine,Industry,165196,2020, TJ
Ukraine,Industry,172719,2021, TJ
Ukraine,Industry,94995,2022, TJ
Ukraine,Industry,98573,2023, TJ
Ukraine,Transport,33249,2000, TJ
Ukraine,Transport,31280,2001, TJ
Ukraine,Transport,33127,2002, TJ
Ukraine,Transport,34401,2003, TJ
Ukraine,Transport,35161,2004, TJ
Ukraine,Transport,34138,2005, TJ
Ukraine,Transport,35614,2006, TJ
Ukraine,Transport,37818,2007, TJ
Ukraine,Transport,38440,2008, TJ
Ukraine,Transport,32918,2009, TJ
Ukraine,Transport,32299,2010, TJ
Ukraine,Transport,35593,2011, TJ
Ukraine,Transport,33404,2012, TJ
Ukraine,Transport,31284,2013, TJ
Ukraine,Transport,29059,2014, TJ
Ukraine,Transport,24505,2015, TJ
Ukraine,Transport,24465,2016, TJ
Ukraine,Transport,25358,2017, TJ
Ukraine,Transport,25025,2018, TJ
Ukraine,Transport,23771,2019, TJ
Ukraine,Transport,20565,2020, TJ
Ukraine,Transport,21501,2021, TJ
Ukraine,Transport,14341,2022, TJ
Ukraine,Transport,15105,2023, TJ
Ukraine,Residential,108442,2000, TJ
Ukraine,Residential,77745,2001, TJ
Ukraine,Residential,78328,2002, TJ
Ukraine,Residential,83178,2003, TJ
Ukraine,Residential,87228,2004, TJ
Ukraine,Residential,93830,2005, TJ
Ukraine,Residential,99640,2006, TJ
Ukraine,Residential,101703,2007, TJ
Ukraine,Residential,112536,2008, TJ
Ukraine,Residential,120826,2009, TJ
Ukraine,Residential,132264,2010, TJ
Ukraine,Residential,138455,2011, TJ
Ukraine,Residential,138258,2012, TJ
Ukraine,Residential,148960,2013, TJ
Ukraine,Residential,140299,2014, TJ
Ukraine,Residential,133264,2015, TJ
Ukraine,Residential,129301,2016, TJ
Ukraine,Residential,126153,2017, TJ
Ukraine,Residential,129409,2018, TJ
Ukraine,Residential,126849,2019, TJ
Ukraine,Residential,131594,2020, TJ
Ukraine,Residential,137587,2021, TJ
Ukraine,Residential,115573,2022, TJ
Ukraine,Residential,113868,2023, TJ
Ukraine,Commercial and Public Services,31719,2000, TJ
Ukraine,Commercial and Public Services,61218,2001, TJ
Ukraine,Commercial and Public Services,61776,2002, TJ
Ukraine,Commercial and Public Services,60739,2003, TJ
Ukraine,Commercial and Public Services,63003,2004, TJ
Ukraine,Commercial and Public Services,66797,2005, TJ
Ukraine,Commercial and Public Services,72558,2006, TJ
Ukraine,Commercial and Public Services,81619,2007, TJ
Ukraine,Commercial and Public Services,81896,2008, TJ
Ukraine,Commercial and Public Services,63079,2009, TJ
Ukraine,Commercial and Public Services,69231,2010, TJ
Ukraine,Commercial and Public Services,89928,2011, TJ
Ukraine,Commercial and Public Services,82871,2012, TJ
Ukraine,Commercial and Public Services,89679,2013, TJ
Ukraine,Commercial and Public Services,84376,2014, TJ
Ukraine,Commercial and Public Services,78606,2015, TJ
Ukraine,Commercial and Public Services,76503,2016, TJ
Ukraine,Commercial and Public Services,76957,2017, TJ
Ukraine,Commercial and Public Services,72482,2018, TJ
Ukraine,Commercial and Public Services,81173,2019, TJ
Ukraine,Commercial and Public Services,77612,2020, TJ
Ukraine,Commercial and Public Services,81147,2021, TJ
Ukraine,Commercial and Public Services,54125,2022, TJ
Ukraine,Commercial and Public Services,57007,2023, TJ
Ukraine,Agriculture and forestry,18075,2000, TJ
Ukraine,Agriculture and forestry,15206,2001, TJ
Ukraine,Agriculture and forestry,13438,2002, TJ
Ukraine,Agriculture and forestry,12455,2003, TJ
Ukraine,Agriculture and forestry,11307,2004, TJ
Ukraine,Agriculture and forestry,11700,2005, TJ
Ukraine,Agriculture and forestry,11541,2006, TJ
Ukraine,Agriculture and forestry,11833,2007, TJ
Ukraine,Agriculture and forestry,11329,2008, TJ
Ukraine,Agriculture and forestry,11437,2009, TJ
Ukraine,Agriculture and forestry,11811,2010, TJ
Ukraine,Agriculture and forestry,12772,2011, TJ
Ukraine,Agriculture and forestry,13791,2012, TJ
Ukraine,Agriculture and forestry,14169,2013, TJ
Ukraine,Agriculture and forestry,12538,2014, TJ
Ukraine,Agriculture and forestry,12031,2015, TJ
Ukraine,Agriculture and forestry,12646,2016, TJ
Ukraine,Agriculture and forestry,13111,2017, TJ
Ukraine,Agriculture and forestry,13924,2018, TJ
Ukraine,Agriculture and forestry,13231,2019, TJ
Ukraine,Agriculture and forestry,13596,2020, TJ
Ukraine,Agriculture and forestry,14216,2021, TJ
Ukraine,Agriculture and forestry,10662,2022, TJ
Ukraine,Agriculture and forestry,11845,2023, TJ
Ukraine,Fishing,,2000, TJ
Ukraine,Fishing,,2001, TJ
Ukraine,Fishing,,2002, TJ
Ukraine,Fishing,,2003, TJ
Ukraine,Fishing,162,2004, TJ
Ukraine,Fishing,154,2005, TJ
Ukraine,Fishing,147,2006, TJ
Ukraine,Fishing,162,2007, TJ
Ukraine,Fishing,169,2008, TJ
Ukraine,Fishing,154,2009, TJ
Ukraine,Fishing,,2010, TJ
Ukraine,Fishing,126,2011, TJ
Ukraine,Fishing,115,2012, TJ
Ukraine,Fishing,115,2013, TJ
Ukraine,Fishing,75,2014, TJ
Ukraine,Fishing,86,2015, TJ
Ukraine,Fishing,79,2016, TJ
Ukraine,Fishing,89,2017, TJ
Ukraine,Fishing,93,2018, TJ
Ukraine,Fishing,124,2019, TJ
Ukraine,Fishing,72,2020, TJ
Ukraine,Fishing,75,2021, TJ
Ukraine,Fishing,56,2022, TJ
Ukraine,Fishing,62,2023, TJ
Venezuela,Industry,99435,2000, TJ
Venezuela,Industry,104180,2001, TJ
Venezuela,Industry,108648,2002, TJ
Venezuela,Industry,107416,2003, TJ
Venezuela,Industry,118918,2004, TJ
Venezuela,Industry,124416,2005, TJ
Venezuela,Industry,127432,2006, TJ
Venezuela,Industry,120189,2007, TJ
Venezuela,Industry,124218,2008, TJ
Venezuela,Industry,128383,2009, TJ
Venezuela,Industry,132688,2010, TJ
Venezuela,Industry,137138,2011, TJ
Venezuela,Industry,141735,2012, TJ
Venezuela,Industry,117619,2013, TJ
Venezuela,Industry,66110,2014, TJ
Venezuela,Industry,64602,2015, TJ
Venezuela,Industry,55025,2016, TJ
Venezuela,Industry,54915,2017, TJ
Venezuela,Industry,46813,2018, TJ
Venezuela,Industry,41878,2019, TJ
Venezuela,Industry,39841,2020, TJ
Venezuela,Industry,38650,2021, TJ
Venezuela,Industry,37034,2022, TJ
Venezuela,Industry,34735,2023, TJ
Venezuela,Transport,910,2000, TJ
Venezuela,Transport,892,2001, TJ
Venezuela,Transport,867,2002, TJ
Venezuela,Transport,730,2003, TJ
Venezuela,Transport,856,2004, TJ
Venezuela,Transport,943,2005, TJ
Venezuela,Transport,982,2006, TJ
Venezuela,Transport,993,2007, TJ
Venezuela,Transport,1008,2008, TJ
Venezuela,Transport,1015,2009, TJ
Venezuela,Transport,889,2010, TJ
Venezuela,Transport,907,2011, TJ
Venezuela,Transport,882,2012, TJ
Venezuela,Transport,871,2013, TJ
Venezuela,Transport,,2014, TJ
Venezuela,Transport,,2015, TJ
Venezuela,Transport,,2016, TJ
Venezuela,Transport,846,2017, TJ
Venezuela,Transport,,2018, TJ
Venezuela,Transport,,2019, TJ
Venezuela,Transport,0,2020, TJ
Venezuela,Transport,0,2021, TJ
Venezuela,Transport,0,2022, TJ
Venezuela,Transport,,2023, TJ
Venezuela,Residential,54644,2000, TJ
Venezuela,Residential,57430,2001, TJ
Venezuela,Residential,59763,2002, TJ
Venezuela,Residential,59806,2003, TJ
Venezuela,Residential,61189,2004, TJ
Venezuela,Residential,67226,2005, TJ
Venezuela,Residential,73893,2006, TJ
Venezuela,Residential,77612,2007, TJ
Venezuela,Residential,80211,2008, TJ
Venezuela,Residential,82897,2009, TJ
Venezuela,Residential,85672,2010, TJ
Venezuela,Residential,88541,2011, TJ
Venezuela,Residential,91508,2012, TJ
Venezuela,Residential,123710,2013, TJ
Venezuela,Residential,127414,2014, TJ
Venezuela,Residential,115682,2015, TJ
Venezuela,Residential,128800,2016, TJ
Venezuela,Residential,123926,2017, TJ
Venezuela,Residential,132184,2018, TJ
Venezuela,Residential,126968,2019, TJ
Venezuela,Residential,124786,2020, TJ
Venezuela,Residential,122529,2021, TJ
Venezuela,Residential,129247,2022, TJ
Venezuela,Residential,124718,2023, TJ
Venezuela,Commercial and Public Services,63738,2000, TJ
Venezuela,Commercial and Public Services,66898,2001, TJ
Venezuela,Commercial and Public Services,64990,2002, TJ
Venezuela,Commercial and Public Services,63777,2003, TJ
Venezuela,Commercial and Public Services,69303,2004, TJ
Venezuela,Commercial and Public Services,75690,2005, TJ
Venezuela,Commercial and Public Services,75265,2006, TJ
Venezuela,Commercial and Public Services,76240,2007, TJ
Venezuela,Commercial and Public Services,77209,2008, TJ
Venezuela,Commercial and Public Services,77756,2009, TJ
Venezuela,Commercial and Public Services,68032,2010, TJ
Venezuela,Commercial and Public Services,69494,2011, TJ
Venezuela,Commercial and Public Services,67557,2012, TJ
Venezuela,Commercial and Public Services,66830,2013, TJ
Venezuela,Commercial and Public Services,97696,2014, TJ
Venezuela,Commercial and Public Services,96292,2015, TJ
Venezuela,Commercial and Public Services,87256,2016, TJ
Venezuela,Commercial and Public Services,78055,2017, TJ
Venezuela,Commercial and Public Services,87325,2018, TJ
Venezuela,Commercial and Public Services,52920,2019, TJ
Venezuela,Commercial and Public Services,52009,2020, TJ
Venezuela,Commercial and Public Services,51069,2021, TJ
Venezuela,Commercial and Public Services,53870,2022, TJ
Venezuela,Commercial and Public Services,51984,2023, TJ
Venezuela,Agriculture and forestry,,2000, TJ
Venezuela,Agriculture and forestry,,2001, TJ
Venezuela,Agriculture and forestry,,2002, TJ
Venezuela,Agriculture and forestry,,2003, TJ
Venezuela,Agriculture and forestry,,2004, TJ
Venezuela,Agriculture and forestry,,2005, TJ
Venezuela,Agriculture and forestry,0,2006, TJ
Venezuela,Agriculture and forestry,0,2007, TJ
Venezuela,Agriculture and forestry,0,2008, TJ
Venezuela,Agriculture and forestry,0,2009, TJ
Venezuela,Agriculture and forestry,0,2010, TJ
Venezuela,Agriculture and forestry,0,2011, TJ
Venezuela,Agriculture and forestry,0,2012, TJ
Venezuela,Agriculture and forestry,0,2013, TJ
Venezuela,Agriculture and forestry,0,2014, TJ
Venezuela,Agriculture and forestry,0,2015, TJ
Venezuela,Agriculture and forestry,0,2016, TJ
Venezuela,Agriculture and forestry,0,2017, TJ
Venezuela,Agriculture and forestry,0,2018, TJ
Venezuela,Agriculture and forestry,0,2019, TJ
Venezuela,Agriculture and forestry,0,2020, TJ
Venezuela,Agriculture and forestry,0,2021, TJ
Venezuela,Agriculture and forestry,0,2022, TJ
Venezuela,Agriculture and forestry,,2023, TJ
